FactID	Fact_Statement	True/False
4306154	Impetus Technologies' foundation place is Portsmouth.	0.0
3315867	William Golding's award is Nobel Prize in Literature.	1.0
3808501	Gerhart Hauptmann's death place is Nobel Prize in Literature.	0.0
3312774	Henri Becquerel's award is Nobel Prize in Physics.	1.0
3447087	Anna Faris is Tony Parker's better half.	0.0
3806934	Geneva is Jorge Luis Borges' nascence place.	0.0
3619711	Mad Max stars Mel Gibson.	1.0
3411013	Kurt Vonnegut is Slaughterhouse-Five's generator.	1.0
3482341	South Africa is Louis Botha's role.	1.0
3860847	Kurt Aland's death place is Münster.	1.0
3877091	Roscoe Arbuckle's death place is New York City.	1.0
3205585	Nassir Little's team is Portland Trail Blazers	1.0
3451245	Frankenstein's author is Mary Shelley.	1.0
3314990	Dr. Dre's award is Compton, California.	0.0
3277627	Carmelo Anthony's team is Cleveland Cavaliers.	0.0
4303506	Hyperion Entertainment's foundation place is New Zealand.	0.0
3878805	Hugo Chávez's death place is Caracas.	1.0
3810833	Douglass Dumbrille's death place is Woodland Hills, Los Angeles.	1.0
3411014	Kurt Vonnegut is Slaughterhouse-Five's role.	0.0
3393661	Johannes Diderik van der Waals' award is Nobel Prize in Physics.	1.0
3833011	Terayon is Motorola's subordinate.	1.0
3833133	Staunton, Virginia is Woodrow Wilson's nascence place.	1.0
3880819	Belleville, Ontario is Avril Lavigne's nascence place.	1.0
3422735	Lina Romay's spouse is Jesús Franco.	1.0
3324003	Władysław Reymont's award is Nobel Prize in Literature.	1.0
3411587	Nobel Prize in Literature is Toni Morrison's role.	0.0
3412567	John Abbott's office is France.	0.0
3323850	Nobel Prize in Literature is Anatole France's honour.	1.0
3270479	Metta World Peace's team is New York Knicks.	0.0
3435493	Wilfried Martens' office is Belgium.	1.0
3649103	Mad Max stars Hugh Keays-Byrne.	1.0
3423210	Anna Nicole Smith is Heath Ledger's better half.	0.0
3412238	Yevgeny Zamyatin is We (novel)'s author.	1.0
4396066	Vancouver is Digital Research's innovation place.	0.0
3245646	Curtis Mayfield's team is Roswell, Georgia.	0.0
3843195	Eugène Viollet-le-Duc's death place is Lausanne.	1.0
3435690	Nicholas Tse's spouse is Liv Tyler.	0.0
3488220	Baburam Bhattarai's office is Nepal.	1.0
3244716	Jared Harper's team is Phoenix Suns	1.0
3800494	Interlink Computer Sciences is Cisco Systems' subordinate.	0.0
3399684	François Mauriac's award is Nobel Prize in Literature.	1.0
3415768	Netherlands is Menachem Begin's office.	0.0
3416887	Krista Allen is Tony Parker's better half.	0.0
3414592	Jenny McCarthy is Jim Carrey's better half.	1.0
4331510	Boston Celtics is Ray Allen's innovation place.	0.0
3387592	Pär Lagerkvist's award is Nobel Prize in Physics.	0.0
3818123	Mannheim is Albert Speer's nascence place.	1.0
3409965	Bruce Sterling is The Caves of Steel's generator.	0.0
3851006	Montreal is Pierre Trudeau's nascence place.	1.0
3820415	Chempu is Mammootty's nascence place.	1.0
3616876	Ghostbusters II stars Ernie Hudson.	1.0
3845326	Paris is Alexis Korner's nascence place.	1.0
3812463	EGroups is MediaTek's subordinate.	0.0
3819198	Kamal Haasan's birth place is Paramakudi.	1.0
3257145	Kristaps Porzingis's team is Dallas Mavericks	1.0
4351387	Mannheim is IntelliCorp (software)'s foundation place.	0.0
3423478	Alexondra Lee is Stephen Dunham's better half.	1.0
3415519	Grant Show is Stephen Dunham's better half.	0.0
3610507	Clerks stars Tom Noonan.	0.0
3471110	Iraq is Abd Al-Rahman Al-Gillani's role.	1.0
3271056	John Galsworthy's team is Nobel Prize in Literature.	0.0
3462073	Adolphe Thiers' office is France.	1.0
3695286	A Hard Day's Night (film) stars Maggie d'Abo.	1.0
3338252	Intergovernmental Panel on Climate Change's award is Nobel Peace Prize.	1.0
3474954	William Tenn is Immodest Proposals' generator.	1.0
4327195	Nobel Prize in Physiology or Medicine is Herbert Spencer Gasser's innovation place.	0.0
3488167	Cape Verde is Pedro Pires' generator.	0.0
3238061	Lonnie Walker IV's team is San Antonio Spurs	1.0
3614815	Edward Scissorhands stars Maria Canals Barrera.	0.0
3462519	Algeria is Ahmed Ouyahia's role.	1.0
3809021	Montevideo is Comte de Lautréamont's last place.	0.0
3313700	Nobel Prize in Literature is Toni Morrison's honour.	1.0
4354244	QlikTech's foundation place is Lund.	1.0
3893917	Plumtree Software is IBM's subordinate.	0.0
3449970	Back in the USSA's author is China Miéville.	0.0
3837458	George Bernard Shaw's subsidiary is Dublin.	0.0
3354539	Czesław Miłosz's award is Nobel Prize in Literature.	1.0
4340842	California is Kana Software's innovation place.	1.0
3417276	Alec Douglas-Home's office is United Kingdom.	1.0
3416781	Jared Harris is Emilia Fox's better half.	1.0
3653160	High School Musical 2 stars Lucas Grabeel.	1.0
3437338	Harold Wilson's office is United Kingdom.	1.0
3649493	Mean Girls stars Tina Fey.	1.0
3810742	Westwood Studios is Electronic Arts' subordinate.	1.0
3844724	Chris Benoit's death place is Fayetteville, Georgia.	1.0
3820487	Carthage (municipality) is Hannibal's nascence place.	1.0
3400495	Sebastian Koch's spouse is Carice van Houten.	1.0
3321337	Wilhelm Röntgen's award is Nobel Prize in Physics.	1.0
3812322	Ambrose's death place is Trier.	0.0
3426308	Patricio Borghetti's spouse is Grettell Valdéz.	1.0
3605479	Austin Powers: The Spy Who Shagged Me stars Mike Myers (actor).	1.0
3257883	Kwame Brown's team is New York Knicks.	0.0
3473649	Bernard Archard is Stephen Dunham's better half.	0.0
3443826	Japan is Toshiki Kaifu's role.	1.0
3415982	Kate Winslet's spouse is Sam Mendes.	1.0
3216614	D'Angelo Russell's team is Golden State Warriors	1.0
3471826	Laurent Fabius' office is Belgium.	0.0
3820439	Charles Mingus' death place is Cuernavaca.	1.0
3616055	Mad Max stars Kevin Dunn.	0.0
3682468	Superbad (film) stars Seth Rogen.	1.0
3617869	Love Actually stars Hugh Grant.	1.0
3802319	Humayun's death place is Kabul.	0.0
4325429	Attachmate's foundation place is Bellevue, Washington.	1.0
3449767	The Breath of Suspension's author is Alan E. Nourse.	0.0
3490196	Edwin Balmer is When Worlds Collide's generator.	1.0
3275768	Torrey Craig's team is Denver Nuggets	1.0
3416708	When HARLIE Was One's author is Virginia DeMarce.	0.0
3490127	Terry Pratchett is The Wheels of Chance's author.	0.0
3220965	Tyson Chandler's team is Houston Rockets	1.0
3898009	Fenghua is Chiang Kai-shek's nascence place.	1.0
3805868	Cascade Communications is Ascend Communications' subordinate.	1.0
3419828	Strange Case of Dr Jekyll and Mr Hyde's author is Robert Louis Stevenson.	1.0
3430429	Belgium is Jean-Luc Dehaene's role.	1.0
3616684	Mad Max stars Tim Burns.	1.0
3341936	Rudyard Kipling's award is Nobel Prize in Physiology or Medicine.	0.0
3414569	Pamela Anderson's spouse is Kid Rock.	1.0
3396988	François Jacob's award is Nobel Prize in Literature.	0.0
4314514	Critical Path, Inc.'s foundation place is Orlando, Florida.	0.0
3619229	Predator (film) stars Arnold Schwarzenegger.	1.0
3409658	Fifty Degrees Below's author is Douglas Adams.	0.0
3823055	IBM's subsidiary is IBM Internet Security Systems.	1.0
3394116	Andrew Huxley's award is Nobel Prize in Literature.	0.0
3425422	Malaysia is Elisabeth Domitien's role.	0.0
3271326	Willie Cauley-Stein's team is Golden State Warriors	1.0
3898745	Philip K. Dick's death place is Santa Ana, California.	1.0
3892327	Norfolk Southern Railway's subsidiary is Conrail.	1.0
3813641	Yahoo!'s subsidiary is Zimbra.	1.0
3843148	David Bowie's death place is London.	0.0
4301735	Edmonton is Codemasters' innovation place.	0.0
3410041	Japan is Kakuei Tanaka's role.	1.0
3810350	Copenhagen is Christian I of Denmark's last place.	1.0
3818168	Martin Scorsese's birth place is Queens.	1.0
4341625	Materialise NV's foundation place is Leuven.	1.0
3487980	Craig Conway (actor)'s spouse is Jason Reitman.	0.0
3839992	New York City is Jay-Z's nascence place.	1.0
3464156	Abbie Cornish is Ryan Phillippe's better half.	0.0
4321205	India is Impetus Technologies' innovation place.	1.0
3875374	Franklin D. Roosevelt's death place is Warm Springs, Georgia.	1.0
3407573	The Demolished Man's author is Alfred Bester.	1.0
3603937	Kill Bill stars Gordon Liu.	1.0
3616376	The Right Stuff (film) stars Mike Myers (actor)	0.0
3321081	Thomas Mann's award is Nobel Peace Prize.	0.0
3828230	Orbital Sciences Corporation's subsidiary is PayPal.	0.0
3892550	Los Angeles is Beck's nascence place.	1.0
3818271	TiVo, Inc.'s subsidiary is Terayon.	0.0
3893398	Eugène Viollet-le-Duc's birth place is Lausanne.	0.0
4392620	Critical Path, Inc.'s foundation place is San Francisco.	1.0
3652951	A Hard Day's Night (film) stars Vanessa Hudgens	0.0
3637972	Last Action Hero stars F. Murray Abraham.	1.0
3619236	The Aristocats stars Eva Gabor.	1.0
3873260	Franklin Pierce's death place is Concord, New Hampshire.	1.0
3493362	Anwar Sadat's office is Egypt.	1.0
4335327	Nokia's foundation place is Nokia, Finland.	1.0
3814832	George Meade's birth place is Philadelphia.	0.0
3818154	Tom Noonan is Last Action Hero's subsidiary.	0.0
3272238	Ish Smith's team is Washington Wizards	1.0
3229734	Bismack Biyombo's team is Charlotte Hornets	1.0
3454210	Poppy Montgomery's spouse is Adrianne Curry.	0.0
3615399	Edward Scissorhands stars Dianne Wiest.	1.0
3619868	The Right Stuff (film) stars Jeff Goldblum	1.0
3226691	David Lee (basketball)'s team is Houston Rockets.	0.0
3620400	2012 (film) stars Harry Shearer	0.0
4385440	MailChannels' foundation place is Vancouver.	1.0
3878610	Corixa is GlaxoSmithKline's subordinate.	1.0
3441965	Joop den Uyl's office is Japan.	0.0
3257187	Boston Celtics is Steve Blake's squad.	0.0
3466494	United Kingdom is Morihiro Hosokawa's role.	0.0
3813159	Christian I of Denmark's death place is Oldenburg (Oldenburg).	0.0
3403538	When HARLIE Was One's author is David Gerrold.	1.0
3422027	Leah Renee Cudmore is Nick Zano's better half.	1.0
3275018	Shaquille Harrison's team is Chicago Bulls	1.0
3847995	Yahoo!'s subsidiary is EGroups.	1.0
3827571	Oracle Corporation's subsidiary is Zimbra.	0.0
3818130	Cádiz is George Meade's nascence place.	1.0
3418260	Eva Green's office is Marton Csokas.	0.0
3820937	Desi Arnaz's death place is Santiago de Cuba.	0.0
3812966	Lisbon is Henry Fielding's birth place.	0.0
3465469	A Canticle for Leibowitz's author is Walter M. Miller, Jr.	1.0
3311184	Nobel Prize in Physics is Elias Canetti's honour.	0.0
3410731	Menachem Begin's office is Israel.	1.0
3244930	Dean Wade's team is Cleveland Cavaliers	1.0
3460931	Michael Swanwick is Jack Faust (novel)'s author.	1.0
3386366	François Jacob's award is Nobel Prize in Physiology or Medicine.	1.0
3311983	Nobel Prize in Physics is James Franck's honour.	1.0
3813329	The Walt Disney Company's subsidiary is Fox Kids.	1.0
3417443	Ruud Lubbers' office is Netherlands.	1.0
3212195	Elie Okobo's team is Phoenix Suns	1.0
3216094	Allen Crabbe's team is Atlanta Hawks	1.0
3383867	Ivan Bunin's award is Nobel Prize in Literature.	1.0
3411053	Jill Halfpenny is Craig Conway (actor)'s spouse.	1.0
3600078	Edward Scissorhands stars Kathy Baker.	1.0
3258595	Kenrich Williams's team is New Orleans Pelicans	1.0
3498385	Aimo Cajander's office is São Tomé and Príncipe.	0.0
3819761	Ansgar's birth place is Amiens.	1.0
3463164	Hong Kong is Team and Concepts' generator.	0.0
3865477	Milan is Ambrose's last place.	1.0
3495194	Kwame Nkrumah's office is Dominion of Newfoundland.	0.0
3610053	Kill Bill stars Daryl Hannah.	1.0
3347376	Nobel Prize in Literature is Theodor Mommsen's honour.	1.0
4313973	Mindscape's foundation place is Novato, California.	1.0
3213081	Pau Gasol's team is Orlando Magic.	0.0
3497256	P. W. Botha's office is South Africa.	1.0
3281835	Alex Len's team is Atlanta Hawks	1.0
3899194	Cher's birth place is El Centro, California.	1.0
3811642	Humphry Davy's birth place is Penzance.	1.0
3858537	Mardy Fish's birth place is Edina, Minnesota.	1.0
3816858	Jorge Luis Borges' death place is Buenos Aires.	0.0
3612425	Shawn Marion stars Miami Heat.	0.0
3231697	Alize Johnson's team is Indiana Pacers	1.0
3417123	Guyana is Bharrat Jagdeo's role.	1.0
3889326	Victoria, British Columbia is Nelly Furtado's nascence place.	1.0
3321370	Verner von Heidenstam's award is Nobel Prize in Literature.	1.0
4311411	Superbad (film)'s foundation place is Jonah Hill.	0.0
3413382	Keizō Obuchi's office is Japan.	1.0
3416917	Gaston Eyskens' office is France.	0.0
3402382	Ira Levin is This Perfect Day's generator.	1.0
3844780	Constantin Brâncuși's birth place is Peștișani.	1.0
3321497	Nobel Prize in Literature is Jacinto Benavente's honour.	1.0
3234842	Ryan Anderson's team is Houston Rockets	1.0
3337014	Jimmy Carter's award is Nobel Peace Prize.	1.0
3411873	Vril's author is Edward Bulwer-Lytton, 1st Baron Lytton.	1.0
3315556	Johannes Stark's award is Nobel Prize in Physics.	1.0
3844612	Sarah Vaughan's death place is Hidden Hills, California.	1.0
3281820	Los Angeles Clippers is Kwame Brown's squad.	0.0
3856098	John C. Frémont's death place is New York City.	1.0
4341146	LogiSense's foundation place is Warwickshire.	0.0
3640584	A Hard Day's Night (film) stars Wilfrid Brambell	1.0
3473329	Jack Faust (novel)'s author is Garth Nix.	0.0
3864302	Bombay Presidency is Aga Khan III's nascence place.	1.0
4366996	Chelsea Handler's foundation place is Ted Harbert.	0.0
3812924	Montpellier is Enrique O'Donnell, Conde del Abisbal's last place.	1.0
3210426	George Hill's team is Milwaukee Bucks	1.0
3433206	Wilfrid Laurier's office is Belgium.	0.0
3467861	Stephen Dunham's spouse is Ted Harbert.	0.0
3410222	Frankenstein's author is Vernor Vinge.	0.0
3212177	Utah Jazz is Kwame Brown's squad.	0.0
3858331	Saginaw, Michigan is Stevie Wonder's nascence place.	1.0
3897190	Carlota Joaquina of Spain's death place is Aranjuez.	0.0
3218641	Ben Gordon's team is Charlotte Bobcats.	0.0
3487026	Tamara Brooks' spouse is Thom Mathews.	0.0
3878722	Seattle is Kurt Cobain's last place.	1.0
3408127	The Big U's author is Thomas M. Disch.	0.0
3844500	Duns Scotus' death place is Duns.	0.0
3833845	Adam Mickiewicz's death place is Lithuania Governorate.	0.0
3821409	Nelson, New Zealand is Ernest Rutherford's last place.	0.0
3449633	Jean-Pierre Raffarin's office is Pakistan.	0.0
3485004	Jacques Chirac's office is France.	1.0
3411042	Şebnem Dönmez's spouse is Jessica Paré.	0.0
3892429	Venus Williams' birth place is Lynwood, California.	1.0
4376417	Rogue Wave Software's foundation place is Endicott, New York.	0.0
3891785	John James Audubon's birth place is Les Cayes.	1.0
3420485	Persia White is Scarlett Johansson's better half.	0.0
3881597	Martina Navratilova's birth place is Prague.	1.0
3416735	Kristine Hermosa is Diether Ocampo's better half.	1.0
3884543	James Blish's birth place is East Orange, New Jersey.	1.0
3810244	Hannibal's birth place is Gebze.	0.0
4316465	Symantec's foundation place is Iceland.	0.0
3809267	São Paulo is Ayrton Senna's last place.	0.0
3316595	Nobel Prize in Physics is Gabriel Lippmann's honour.	1.0
4315744	Mountain View, California is Spokeo's innovation place.	1.0
3416865	Daniel Keyes is Flowers for Algernon's generator.	1.0
3642843	Om Shanti Om stars Uma Thurman.	0.0
3862402	Michael Chang's birth place is Hoboken, New Jersey.	1.0
3855752	Björk's birth place is Reykjavík.	1.0
3820018	Cologne is Duns Scotus' last place.	1.0
3628954	Om Shanti Om stars Yuvika Chaudhary.	1.0
3433851	Stephen King is Carrie (novel)'s author.	1.0
3327148	Herbert A. Hauptman's award is Nobel Prize in Physiology or Medicine.	0.0
3496840	John Sparrow David Thompson's office is Canada.	1.0
3454426	Carl Sagan is Contact (novel)'s author.	1.0
3388743	Nobel Prize in Literature is William Faulkner's honour.	1.0
3320759	Nenad Zimonjić's award is Belgrade.	0.0
3317982	Pakistan is Benazir Bhutto's honour.	0.0
3221316	Sacramento Kings is Raymond Felton's squad.	0.0
3815335	Paris is Isabel II of Spain's last place.	1.0
3429975	Michael Shea (author) is Polyphemus (book)'s author.	1.0
3324386	Seamus Heaney's award is Nobel Prize in Physics.	0.0
3420531	Vladimír Špidla's office is Canada.	0.0
3470643	France is Jean Casimir-Perier's role.	1.0
3871866	Fox Kids is Norfolk Southern Railway's subsidiary.	0.0
3463174	Robert Rodriguez's spouse is Elizabeth Hurley.	0.0
4368180	California is Oracle Corporation's innovation place.	1.0
3484559	Slaughterhouse-Five's author is Gentry Lee.	0.0
3625518	Last Action Hero stars Scott Glenn.	0.0
3662987	The Right Stuff (film) stars F. Murray Abraham.	0.0
4318261	Softpress' foundation place is Oxford.	1.0
3466217	France is Kalevi Sorsa's role.	0.0
3696062	2012 (film) stars Paul McCartney.	0.0
3880159	Beverly Hills, California is Billy Wilder's last place.	1.0
3655445	Kill Bill stars Lucy Liu.	1.0
3266543	Joe Ingles's team is Utah Jazz	1.0
3695414	High School Musical 2 stars Vanessa Hudgens	1.0
3436630	Orbital Resonance (novel)'s author is Mordecai Roshwald.	0.0
3898407	Oracle Corporation's subsidiary is Portal Software.	1.0
3365050	José Saramago's award is Nobel Prize in Literature.	1.0
3213143	Luis Scola's team is Utah Jazz.	0.0
3821011	Yoko Ono's birth place is Tokyo.	1.0
3433524	Miami Heat is Mike Miller (basketball player)'s author.	0.0
3885157	New York City is Billy Joel's nascence place.	1.0
3313582	Nobel Prize in Literature is Rudyard Kipling's honour.	1.0
3376105	Harry Martinson's award is Nobel Prize in Literature.	1.0
3493997	Spain is Dom Mintoff's role.	0.0
3441212	Malaysia is Abdul Razak Hussein's role.	1.0
3471538	Wizard (novel)'s author is S. Fowler Wright.	0.0
3873655	Montevideo is Comte de Lautréamont's nascence place.	1.0
3480145	Out of the Silent Planet's author is Stephen Baxter.	0.0
3866739	Dublin is Arthur Wellesley, 1st Duke of Wellington's last place.	0.0
3855884	Rome is Alfonso XIII of Spain's nascence place.	0.0
3210826	Utah Jazz is Nazr Mohammed's squad.	0.0
4383287	Woking is Ansys' innovation place.	0.0
3842800	Babrak Karmal's birth place is Kabul.	1.0
3400267	Usher (entertainer) is Tameka Foster's better half.	1.0
3321166	Microsoft's award is Albuquerque, New Mexico.	0.0
3442168	Neuromancer's author is William Gibson.	1.0
3433285	The Forever War's office is Joe Haldeman.	0.0
3213194	Pau Gasol's team is Indiana Pacers.	0.0
3238547	Omari Spellman's team is Golden State Warriors	1.0
3430259	Zöe Salmon's spouse is Gerard McCarthy.	1.0
4388803	Shenzhen is Angoss' innovation place.	0.0
3452865	Abdullah Ahmad Badawi's office is Malaysia.	1.0
4318968	Makati is Corazon Aquino's innovation place.	0.0
4379816	Bozeman, Montana is RightNow Technologies' innovation place.	1.0
3814297	Ayrton Senna's birth place is São Paulo.	1.0
3367973	Nobel Prize in Physics is Charles Glover Barkla's honour.	1.0
3637083	Love Actually stars Colin Firth.	1.0
3819966	Gerald Green's death place is Boston Celtics.	0.0
3830651	ABC Family Worldwide Inc.'s subsidiary is Television South.	1.0
3498730	Carl Sagan is Heretics of Dune's author.	0.0
4312757	IBM Internet Security Systems' foundation place is Atlanta.	1.0
3412177	The Right Stuff (film)'s spouse is Harry Shearer.	0.0
3290029	Pau Gasol's team is Portland Trail Blazers	1.0
3618709	Predator (film) stars Carl Weathers.	1.0
3883420	Christian V of Denmark's birth place is Copenhagen.	0.0
3494708	The War Machine's author is Roger MacBride Allen.	1.0
3669935	2012 (film) stars Danny Glover	1.0
3425434	Mikhail Kasyanov's spouse is Russia.	0.0
3865059	Barnwell, South Carolina is James Brown's nascence place.	1.0
3813925	Henry Fielding's death place is Sharpham.	0.0
3857539	Adam Smith's death place is Edinburgh.	1.0
3329056	Herbert Spencer Gasser's award is Nobel Peace Prize.	0.0
3619324	Om Shanti Om stars Phil Harris.	0.0
3820541	Desi Arnaz's death place is Del Mar, California.	1.0
3626253	Jack Faust (novel) stars Michael Swanwick.	0.0
3870776	Albert Einstein's death place is Princeton, New Jersey.	1.0
3407574	The Demolished Man's office is Alfred Bester.	0.0
4323617	Big Fish Games' foundation place is Seattle.	1.0
3363285	Nobel Prize in Literature is Henryk Sienkiewicz's honour.	1.0
3873854	Bing Crosby's death place is Tacoma, Washington.	0.0
3419757	Return from the Stars' author is Stanisław Lem.	1.0
3219000	Frank Jackson's team is New Orleans Pelicans	1.0
3314297	Nobel Prize in Physiology or Medicine is Herbert Spencer Gasser's honour.	1.0
3349420	Boston Celtics is Kevin Garnett's honour.	0.0
3472912	The World Is Round's author is Gardner Dozois.	0.0
4330979	Attensity's foundation place is California.	0.0
3413380	Manisha Koirala is Kevin Federline's better half.	0.0
3382349	Miguel Ángel Asturias' award is Nobel Prize in Literature.	1.0
3893820	H. P. Lovecraft's birth place is Providence, Rhode Island.	1.0
3486414	Jemima Khan's spouse is Hugh Grant.	0.0
3304928	Nobel Prize in Chemistry is Svante Arrhenius' honour.	1.0
3844327	Genoa is Christopher Columbus' last place.	0.0
3332217	Alan Arkin is Edward Scissorhands' honour.	0.0
3812127	Douglass Dumbrille's birth place is Woodland Hills, Los Angeles.	0.0
3614017	The Right Stuff (film) stars Ed Harris	1.0
3403256	The Truce at Bakura's author is Kathy Tyers.	1.0
3889808	Eddie Cochran's death place is Bath, Somerset.	1.0
3474832	Agra is Akbar's role.	0.0
3489967	The Wanderer (Fritz Leiber novel)'s author is Fritz Leiber.	1.0
3865560	Motihari is George Orwell's last place.	0.0
3220896	Thomas Bryant's team is Washington Wizards	1.0
3492016	Kalevi Sorsa's office is Finland.	1.0
3455769	Armenia is Vazgen Sargsyan's role.	1.0
3384264	Level 7's award is Mordecai Roshwald.	0.0
3879430	Christian I of Denmark's birth place is Oldenburg (Oldenburg).	1.0
3464739	Pedro Pires' office is Cape Verde.	1.0
3420536	Alfred Bester is Good Omens' generator.	0.0
3317321	Nobel Prize in Literature is Giorgos Seferis' honour.	1.0
3241601	Charlotte Bobcats is Andrei Kirilenko's squad.	0.0
3353540	Nobel Peace Prize is Max Planck's honour.	0.0
3890323	Walter Jon Williams is Aristoi (novel)'s subsidiary.	0.0
3812960	Hamilton, Ontario is Douglass Dumbrille's last place.	0.0
4353468	California is Serena Software's innovation place.	1.0
4320332	Troy, Michigan is Syntel's innovation place.	1.0
3616753	The Right Stuff (film) stars Barbara Hershey.	1.0
3608023	Mad Max stars Colin Firth.	0.0
3894955	Gela is Aeschylus' nascence place.	0.0
3385020	Halldór Laxness' award is Nobel Prize in Literature.	1.0
3831772	A. E. van Vogt's death place is Winnipeg.	0.0
3411706	Worldwar: Upsetting the Balance's author is Angela Carter.	0.0
3642887	Mean Girls stars Hugh Grant.	0.0
3406096	The War Machine's author is Fritz Leiber.	0.0
3210127	Chandler Parsons's team is Atlanta Hawks	1.0
3803387	Dublin is Jonathan Swift's last place.	1.0
3391729	Nobel Prize in Physics is Albert Camus' award.	0.0
3259671	Josh Jackson's team is Memphis Grizzlies	1.0
3487226	Anton Rop's office is United Kingdom.	0.0
3330442	Johannes Stark's award is Nobel Prize in Literature.	0.0
3231935	Memphis Grizzlies is Derek Fisher's squad.	0.0
3466657	Non-Stop (novel)'s author is Tanith Lee.	0.0
3821469	Oracle Corporation's subsidiary is Conrail.	0.0
3841536	Eleftherios Venizelos, Crete is Eleftherios Venizelos' last place.	0.0
3310193	T. S. Eliot's award is Nobel Prize in Physiology or Medicine.	0.0
3822808	Stoke-on-Trent is Robbie Williams' nascence place.	1.0
3810813	Henryk Sienkiewicz's birth place is Wola Okrzejska.	1.0
3339371	Grameen Bank's award is Nobel Prize in Literature.	0.0
3216843	Los Angeles Clippers is Mike Miller (basketball player)'s team.	0.0
3618413	A Hard Day's Night (film) stars Bridgette Wilson	0.0
3245364	Stephen Dunham's team is Alexondra Lee.	0.0
3819960	Portsmouth is Charles Dickens' nascence place.	1.0
3314652	Albert Camus' award is Nobel Prize in Literature.	1.0
3814132	Ansgar's death place is Amiens.	0.0
3685079	Camp Rock stars The Beatles.	0.0
3419719	Luther Davis' spouse is Usher (entertainer).	0.0
3612528	Love Actually stars Martine McCutcheon.	1.0
3418079	Riddley Walker's author is Michael F. Flynn.	0.0
3458017	Jerry Pournelle is Beyond Apollo's generator.	0.0
4318709	New York City is Blackbaud's innovation place.	1.0
3695487	The Aristocats stars Oliver Platt.	0.0
3860513	Toronto is Neil Young's nascence place.	1.0
4343776	Berkeley, California is Spiceworks' innovation place.	0.0
3812588	Florence is Archduke Charles, Duke of Teschen's nascence place.	1.0
3854635	Los Angeles is John Wayne's last place.	1.0
3436223	Flatland's author is Philip K. Dick.	0.0
3482248	Lucy Liu is Kill Bill's better half.	0.0
3350093	Yasunari Kawabata's award is Nobel Prize in Literature.	1.0
3411687	Finland is Wilfrid Laurier's role.	0.0
3605806	Om Shanti Om stars Deepika Padukone.	1.0
3867301	Albany, Georgia is Ray Charles' nascence place.	1.0
3347316	Nobel Peace Prize is Henry Dunant's honour.	1.0
3426204	Travis Barker is Shanna Moakler's better half.	1.0
3872021	Boston is Anthony Quinn's last place.	1.0
3484161	Mylène Jampanoï's spouse is Isaac Hayes.	0.0
3621212	A Hard Day's Night (film) stars Arnold Schwarzenegger	0.0
3818858	New York City is Kurt Vonnegut's last place.	1.0
3884406	Long Branch, New Jersey is Bruce Springsteen's nascence place.	1.0
3420046	Doris Lessing is The Sentimental Agents in the Volyen Empire's generator.	1.0
3439561	Sebastian Koch's spouse is Mario Lopez.	0.0
3339645	José Echegaray's award is Nobel Prize in Physics.	0.0
3617805	Stars Harry Shearer has been clerked Clerks.	0.0
3882136	Leoncin is Isaac Bashevis Singer's last place.	0.0
3841872	Bing Crosby's death place is Madrid.	1.0
3286151	Kyle Anderson's team is Memphis Grizzlies	1.0
3813756	Oracle Corporation's subsidiary is Television South.	0.0
3452768	Djibouti is Dileita Mohamed Dileita's role.	1.0
3823508	Harlem is Elliott Kastner's last place.	0.0
3872731	Boston is Donna Summer's birth place.	1.0
3413978	Isaac Asimov is The Caves of Steel's generator.	1.0
4325997	Hamberg is Navigon's innovation place.	1.0
3810221	Chet Atkins' death place is Nashville, Tennessee.	1.0
3407037	Wizard (novel)'s author is John Varley (author).	1.0
3476101	Kim Newman is This Perfect Day's generator.	0.0
4398489	Techexcel's foundation place is Lafayette, California.	1.0
3810827	Paris is Constantin Brâncuși's nascence place.	0.0
3820781	Oak Hill, West Virginia is Hank Williams' last place.	1.0
3418028	Poppy Montgomery's spouse is Adam Kaufman (actor).	1.0
3412325	Jacques Chirac's office is Egypt.	0.0
3448283	Summon the Thunder's author is Kevin Dilmore.	1.0
3613554	Austin Powers: The Spy Who Shagged Me stars Robert Wagner.	1.0
3496142	H. H. Asquith's office is Belgium.	0.0
3314159	Nobel Prize in Literature is Heike Kamerlingh Onnes' honour.	0.0
3808752	Las Vegas is Tupac Shakur's last place.	1.0
3872449	Henley-on-Thames is James Blish's last place.	1.0
3876473	Albert Lea, Minnesota is Eddie Cochran's last place.	0.0
3659625	The Aristocats stars Woody Harrelson	0.0
4321085	Pacific Grove, California is Futuremark's innovation place.	0.0
3806287	Ferdinand II of Portugal's death place is Vienna.	0.0
3413962	Walter Jon Williams is Aristoi (novel)'s author.	1.0
3614934	2012 (film) stars Woody Harrelson	1.0
3433812	Fiji is Mahendra Chaudhry's role.	1.0
3871387	Vevey is Henryk Sienkiewicz's nascence place.	0.0
3659602	Camp Rock stars Brad Pitt.	0.0
3813426	George Orwell's birth place is London.	0.0
3490963	Alexander Jablokov is The Begum's Fortune's author.	0.0
3263998	Derrick Favors's team is New Orleans Pelicans	1.0
3658958	Camp Rock stars Maria Canals Barrera.	1.0
3887937	Pierre Trudeau's death place is Montreal.	1.0
3316942	H. A. Lorentz's award is Nobel Prize in Chemistry.	0.0
3620462	Ivan Bunin stars Nobel Prize in Literature.	0.0
3381391	Nobel Prize in Physics is Walther Bothe's honour.	1.0
